Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
K4LR,6,0,2,2,2,0,0,0
K4LY,10,7,6,0,0,0,0,0
K4MF,10,0,0,3,3,6,0,0
K4MPE,2,0,0,2,0,0,0,0
K4MQ,3,0,1,1,1,1,0,0
K4MWB,5,2,1,3,0,0,0,0
K4NC,5,2,0,2,1,0,0,0
K4NNQ,16,0,14,0,2,0,0,0
K4OY,15,8,4,6,4,0,0,0
K4QZB,11,0,0,5,1,5,1,0
K4RNV,3,0,0,3,0,0,0,0
K4ROZ,5,0,1,2,3,3,0,0
K4SE,10,2,1,2,3,1,1,0
K4SIR,19,0,2,7,6,7,2,0
K4SOG,14,0,0,0,11,6,0,0
K4SO,7,0,0,2,0,5,1,0
K4SPO,3,0,0,0,0,3,0,0
K4SWJ,5,0,0,5,3,1,0,0
K4TEA,4,1,0,2,0,1,0,0
K4TJA,6,0,0,4,2,1,0,0
K4TK,5,0,1,2,4,0,0,0
K4TR,6,0,1,2,3,0,0,0
K4TZ,2,0,0,0,2,1,0,0
K4UU,13,0,4,6,6,7,0,0
K4VMT,4,0,0,4,0,0,0,0
K4VRC,6,0,0,0,6,0,0,0
K4WK,10,0,0,3,1,7,0,0
K4WS,13,6,0,0,4,2,2,0
K4WTL,3,0,1,1,1,1,0,0
K4WY,10,5,3,0,0,3,0,0
K4XAA,6,0,2,0,3,1,0,0
K4XF,5,0,0,5,0,0,0,0
K4YFH,5,0,0,2,2,2,0,0
K4YFR,6,2,3,1,2,1,0,0
K4ZHM,16,0,1,6,8,5,0,0
K5AAD,5,3,1,1,0,1,0,0
K5AF,26,3,7,13,7,11,4,0
K5AM,16,2,4,6,6,3,0,0
K5AQ,4,4,0,0,0,0,0,0
K5AUP,1,0,0,0,1,1,0,0
K5AV,17,0,0,1,9,8,3,0
K5BJ,25,0,3,5,12,8,5,0
K5BLC,15,0,2,4,2,7,0,0
K5BTU,7,0,0,3,3,1,0,0
K5BZH,17,0,3,3,9,12,1,0
K5CD,30,0,16,0,8,8,2,0
K5CM,12,0,2,5,6,5,0,0
K5DC,13,0,0,1,11,8,1,0
K5DD,8,0,0,4,4,3,0,0
K5EDM,7,0,2,3,5,0,0,0
K5ESW,3,3,0,0,0,0,0,0
K5FA,2,0,0,1,0,2,0,0
K5FZ,16,0,2,7,7,2,0,0
K5HGX,13,1,0,5,2,7,0,0
K5HK,15,7,8,1,0,3,0,0
K5HX,8,0,3,1,1,4,0,0
K5IMC,17,0,0,5,12,5,0,0
K5IS,7,0,0,4,1,3,0,0
K5IU,4,0,0,4,0,0,0,0
K5JC,4,0,0,0,1,4,0,0
K5JK,13,0,0,4,11,0,0,0
K5JYD,4,0,0,0,1,3,0,0
K5KDG,5,0,0,0,4,1,1,0
K5KLA,24,2,0,10,12,11,2,0
K5LDA,7,0,3,1,1,4,0,0
K5LH,11,1,2,5,2,5,0,0
K5LLJ,5,0,1,0,4,0,0,0
K5MBA,6,0,0,0,0,6,0,0
K5MH,9,0,1,5,3,2,0,0
K5ML,10,2,0,4,4,4,0,0
K5MVP,3,0,0,3,1,0,0,0
K5MV,7,0,0,2,3,4,0,0
K5NB,18,2,5,9,5,7,3,0
K5ND,7,1,0,3,1,1,1,0
K5OO,2,2,0,0,0,0,0,0
K5PHB,3,0,2,2,0,0,0,0
K5RHZ,8,0,0,2,2,3,1,0
K5RK,5,3,1,0,1,0,0,0
K5RPW,5,0,0,2,3,0,0,0
K5SM,13,4,1,0,3,6,0,0
K5SNA,1,0,0,0,1,1,0,0
K5SWW,7,0,0,3,0,4,0,0
K5TQ,7,0,1,3,3,1,0,0
K5UZ,18,0,8,0,9,5,1,0
K5VV,6,0,1,4,0,1,0,0
K5VWW,7,0,0,2,3,4,0,0
K5VZD,7,0,0,2,3,1,2,0
K5WAF,12,1,0,5,5,4,0,0
K5WBM,3,0,0,0,2,3,2,0
K5WE,21,0,1,6,7,12,1,0
K5WX,6,0,2,1,0,2,2,0
K5WZI,10,0,0,3,0,7,0,0
K5XS,13,0,0,0,6,8,0,0
K5YAA,9,0,4,3,3,1,0,0
K5ZM,13,0,4,2,3,4,0,0
K5ZO,13,5,6,5,7,4,2,0
K6AM,13,2,3,4,4,4,1,0
K6ANP,4,0,0,0,2,3,0,0
K6AW,27,0,0,1,27,0,0,0
K6BZS,2,0,0,0,2,0,0,0
K6CTA,5,0,0,2,3,2,0,0
K6DAJ,15,0,4,11,5,4,0,0
K6DTT,9,0,2,6,3,3,0,0
K6EID,1,0,0,0,0,1,0,0
K6EIE,6,0,0,0,2,4,0,0
K6GFJ,4,0,0,0,4,1,0,0
K6GPB,2,0,0,1,1,0,0,0
K6IJ,15,4,3,2,3,4,2,0
K6IPM,16,0,0,6,5,6,0,0
K6JH,4,0,0,0,4,1,0,0
K6JJR,3,0,0,2,2,1,0,0
K6KLY,4,0,4,0,0,0,0,0
K6KW,3,0,0,2,2,0,0,0
K6KZM,3,0,0,0,3,1,0,0
K6LG,1,0,0,0,1,1,0,0
K6LR,18,0,0,6,7,7,0,0
K6MI,10,3,5,1,1,2,2,0
K6MKF,10,1,5,4,3,0,0,0
K6MR,15,4,8,0,0,0,4,0
K6NML,16,0,0,0,12,9,0,0
K6NO,18,0,1,4,12,6,0,0
K6OK,7,0,0,4,2,3,0,0
K6OO,5,0,0,0,4,4,3,0
K6PVA,5,0,0,0,5,0,0,0
K6RG,8,0,0,0,4,4,0,0
K6RL,7,1,1,1,4,1,0,0
K6RM,10,0,0,1,7,5,0,0
K6RWM,18,0,2,11,2,4,0,0
K6SK,5,0,0,4,1,0,0,0
K6SQL,9,0,0,2,5,2,0,0
K6SSS,6,0,0,5,1,0,0,0
K6TOP,4,0,0,3,1,0,0,0
K6UFO,7,0,7,0,0,0,0,0
K6UIP,8,0,6,6,1,1,0,0
K6UJ,12,0,0,7,2,6,2,0
K6UKK,10,0,0,2,6,4,1,0
K6URK,4,0,0,1,3,1,0,0
K6VH,1,0,0,0,1,1,0,0
K6VNX,9,0,0,2,7,2,0,0
K6VWL,24,0,0,15,5,5,0,0
K6WX,2,0,0,0,2,0,0,0
K6XC,12,0,0,3,3,7,0,0
K6XM,20,6,9,14,1,0,0,0
K6XV/M,9,0,0,3,3,4,0,0
K6ZI,3,0,0,2,0,1,0,0
K7ASF,9,0,0,0,9,1,0,0
K7AT,8,0,0,1,5,2,0,0
K7AYW,12,1,1,2,9,0,0,0
K7AZ,10,0,3,2,3,2,0,0
K7BOA,5,1,3,1,2,0,0,0
K7BX,21,2,6,7,4,7,1,0
K7CCC,6,0,1,2,1,3,1,0
K7CF,12,0,3,8,2,3,0,0
K7DD,5,0,1,0,1,3,1,0
K7DSZ,14,0,0,3,7,7,0,0
K7DV,8,0,0,1,5,3,0,0
K7EA,5,0,0,4,2,0,0,0
K7EKD,11,0,0,4,7,3,0,0
K7FB,6,0,0,1,5,0,1,0
K7FO,3,0,1,0,2,0,0,0
K7FU,8,0,0,5,1,2,0,0
K7FX,15,0,1,14,0,0,0,0
K7GQ,9,0,9,0,0,0,0,0
K7GS,21,0,1,1,15,9,0,0
K7HD,22,0,7,9,9,5,0,0
K7HV,20,0,4,1,12,7,0,0
K7IDX,11,0,0,0,11,0,0,0
K7JA,18,0,3,3,7,10,1,0
K7JF,4,0,1,1,1,2,1,0
K7JH,8,1,2,3,2,3,0,0
K7JPF,33,0,3,16,18,10,0,0
K7KB,5,0,2,2,1,0,0,0
K7KJF,7,0,0,0,4,3,0,0
K7KV,11,0,0,3,7,4,0,0
K7LL,7,0,1,4,2,1,0,0
K7LOL,5,0,5,0,0,0,0,0
K7LR,5,0,0,1,3,1,1,0
K7MOA,6,0,0,1,1,5,0,0
K7NG,5,0,1,5,0,0,0,0
K7NN,8,0,0,0,8,1,0,0
K7OP,14,4,6,4,2,2,0,0
K7PI,15,9,5,0,1,4,0,0
K7PVT,5,0,0,0,5,1,0,0
K7RR,10,0,1,3,4,1,1,0
K7SI,13,0,1,4,5,2,1,0
K7SP,11,0,3,6,3,1,0,0
K7SV,5,0,1,0,3,1,0,0
K7TD,19,0,3,7,6,7,2,0
K7THM,17,0,5,6,4,5,0,0
K7TM,7,0,2,4,2,0,0,0
K7UOT,21,0,0,4,16,9,0,0
K7VAY,12,0,0,7,4,2,0,0
K7WE,1,0,1,1,0,0,0,0
K7YMG,10,0,0,7,3,3,0,0
K7ZAD,4,0,0,0,4,0,0,0
K7ZV,22,11,6,3,9,2,0,0
K8AB,6,1,1,2,0,2,0,0
K8AC,9,2,4,3,5,2,0,0
K8AEX,8,0,0,5,3,2,0,0
K8AH,7,0,0,2,5,0,0,0
K8CMO,12,0,0,4,9,1,0,0
K8CT,10,0,1,2,7,0,0,0
K8CXM,5,0,5,4,0,0,0,0
K8DID,9,0,9,0,0,0,0,0
K8DOC,21,0,1,7,12,5,0,0
K8DV,4,0,3,1,0,1,0,0
K8ER,15,0,0,6,10,0,0,0
K8EST,5,0,0,1,0,3,1,0
K8FH,9,4,3,3,2,1,0,0
K8GO,5,0,1,4,1,1,0,0
K8HLQ,7,0,2,5,0,0,0,0
K8HMS,8,0,0,5,4,0,0,0
K8HSY,6,0,0,0,5,3,0,0
K8IFK,23,0,3,15,6,6,0,0
K8JH,6,0,1,2,2,3,0,0
K8JY,4,0,0,2,2,0,0,0
K8KR,3,0,0,2,1,0,0,0
K8KWT,22,0,1,9,15,11,3,0
K8LEE,4,1,1,1,3,1,0,0
K8LGY,9,0,0,7,2,0,0,0
K8LSB,4,0,3,1,1,0,0,0
K8MAJ,7,0,0,1,3,3,0,0
K8MK,3,0,2,2,0,0,0,0
K8MRT,5,1,1,1,1,1,0,0
K8MU,8,0,0,2,8,4,0,0
K8NS,18,12,3,1,0,4,2,0
K8NU,6,0,0,1,5,0,0,0
K8NYG,35,0,6,18,8,10,0,0
K8OM,8,2,1,2,0,2,1,0
K8OOK,3,0,3,0,1,0,0,0
K8PX,14,0,1,6,6,2,0,0
K8QKY,16,0,0,11,5,5,0,0
K8RDJ,4,0,0,0,3,2,0,0
K8RGI,2,1,1,2,1,0,0,0
K8RXB,8,0,0,0,5,4,0,0
K8SD,6,0,0,2,2,4,1,0
K8SIA,3,1,1,0,0,1,0,0
K8SJP,10,0,0,4,3,5,1,0
K8SJ,7,0,1,0,0,6,2,0
K8SL,4,4,0,0,0,0,0,0
K8ST,10,0,0,1,6,4,1,0
K8WHA,8,0,1,1,1,4,2,0
K8ZBY,11,0,2,7,2,2,0,0
K8ZX,6,0,0,4,2,0,0,0
K9ALP,7,0,6,2,1,1,0,0
K9ARZ,11,0,3,4,5,2,0,0
K9AZ,12,1,1,6,3,1,1,0
K9CJM,5,0,0,3,1,1,0,0
K9CN,6,0,0,5,0,1,0,0
K9DAC,2,0,0,1,1,0,0,0
K9DJ,10,0,0,0,8,3,0,0
K9DLT,3,0,0,0,3,0,0,0
K9DUR,2,0,0,0,2,0,0,0
K9DX,26,0,0,25,1,0,0,0
K9EJ,6,0,0,2,2,2,0,0
K9EU,3,0,0,0,3,0,0,0
K9FF,17,0,0,8,8,2,0,0
K9FN,11,3,2,5,5,0,0,0
K9GA,13,0,1,1,10,4,0,0
K9GL,21,4,6,10,2,4,0,0
K9GWH,4,0,2,1,1,0,0,0
K9HWL,19,2,5,11,2,7,0,0
K9IA,4,0,0,1,4,1,0,0
K9IBM,2,0,0,0,2,1,0,0
K9IC,5,0,0,0,5,2,0,0
K9IR,2,0,0,2,1,0,0,0
K9IY,26,0,3,4,13,9,0,0
K9JM,3,0,0,3,0,0,0,0
K9JN,7,0,2,1,3,2,0,0
K9JT,7,0,0,0,3,6,0,0
K9JWI,8,0,0,2,5,4,0,0
K9KEU,5,0,5,0,0,0,0,0
K9KK,6,0,0,0,3,3,0,0
K9KMD,4,0,0,0,0,4,0,0
K9KM,3,0,2,2,0,0,0,0
K9KSG,9,0,0,1,8,0,0,0
K9KU,4,0,2,0,0,2,0,0
K9LJN,26,0,2,8,15,9,0,0
K9NB,3,0,0,0,1,2,0,0
K9NO,12,3,6,2,2,2,0,0
K9NZ,12,0,4,5,2,2,0,0
K9OCO,3,0,0,0,3,0,0,0
K9OM,14,1,1,6,5,5,0,0
K9OW,4,4,0,0,0,0,0,0
K9PPY,20,3,0,2,14,4,0,0
K9RF,14,0,1,5,9,1,0,0
K9RQ,4,0,0,0,2,3,0,0
K9RR,10,0,0,0,8,4,0,0
K9RX,16,8,3,2,1,4,1,0
K9SH,4,1,3,1,0,0,0,0
K9SO,7,0,1,2,3,1,0,0
K9SW,2,0,0,0,2,0,0,0
K9TF,7,7,0,0,0,0,0,0
K9TV,9,0,0,0,6,6,0,0
K9VT,2,0,0,1,2,2,0,0
K9WA,6,0,0,1,5,2,0,0
K9XD,7,3,3,1,2,1,0,0
K9YC,19,0,2,8,11,8,0,0
K9ZA,4,0,0,1,1,3,0,0
KA0PQW,1,0,0,0,0,1,0,0
KA1AF,27,0,0,15,13,8,0,0
KA1J,15,11,0,1,0,1,2,0
KA1R,10,4,4,3,2,1,0,0
KA1SNP,9,0,1,0,2,6,1,0
KA2EBQ,5,0,0,0,3,2,0,0
KA2F,4,0,0,0,4,0,0,0
KA2KGP,5,0,0,5,1,1,0,0
KA3CZY,2,0,0,0,0,2,0,0
KA3J,2,0,0,0,2,0,0,0
KA3MTT,7,0,0,2,3,3,0,0
KA3YGL,5,0,0,0,5,0,0,0
KA4BAS,3,0,0,0,3,0,0,0
KA4BVG,6,0,0,2,5,0,0,0
KA4CDN,13,0,0,3,9,5,0,0
KA5CJJ,13,0,0,5,0,8,2,0
KA5DWI,9,0,0,1,6,2,0,0
KA5IAU,2,0,0,1,1,1,0,0
KA5QMA,6,0,0,4,2,0,1,0
KA6KKE,11,0,0,10,0,2,0,0
KA6SGT,11,0,0,0,9,4,0,0
KA6T,4,0,0,0,4,0,0,0
KA8JBK,12,0,0,6,0,7,0,0
KA8JZR,24,0,0,0,17,12,1,0
KA9FON,4,0,0,1,3,3,0,0
KA9P,2,0,1,0,1,0,0,0
KA9YKB,7,0,0,7,1,0,0,0
KB0GUS,2,0,0,0,0,2,0,0
KB0LGF,9,0,0,3,2,5,1,0
KB0L,5,0,0,0,4,3,0,0
KB1CL,7,0,0,7,0,0,0,0
KB1CQ,10,0,0,1,9,3,0,0
KB1DK,9,0,1,3,2,6,0,0
KB1EFS,37,9,15,22,23,15,4,0
KB1OY,10,0,0,0,9,3,0,0
KB1WEA,4,1,1,1,2,0,0,0
KB2AMY,11,0,1,7,4,6,1,0
KB2FCV,4,0,1,3,0,0,0,0
KB2PD,6,0,0,5,0,1,0,0
KB2PIZ,5,0,0,2,3,0,0,0
KB3AAY,10,0,0,3,6,4,1,0
KB3CWS,4,0,0,0,1,2,2,0
KB3MHB,5,0,0,2,3,0,0,0
KB4FOS,10,0,0,0,0,8,2,0
KB4GYT,27,0,0,8,15,13,0,0
KB4MRX,6,0,2,0,2,2,0,0
KB5EZ,11,0,0,9,4,0,0,0
KB5RF,5,0,0,1,2,3,0,0
KB6A,1,0,0,1,0,0,0,0
KB6KKW,12,0,0,3,11,0,0,0
KB6TSQ,4,0,1,0,1,3,0,0
KB7FSC,2,0,0,0,2,0,0,0
KB8KB,2,0,0,0,0,2,0,0
KB8RY,9,0,0,5,2,3,0,0
KB8TL,6,0,1,1,2,4,0,0
KB8TYJ,2,0,0,2,0,0,0,0
KB9GKG,7,0,2,5,1,0,0,0
KB9ILT,8,0,3,2,4,2,0,0
KB9OWD,6,0,2,4,2,1,0,0
KC0CCR,4,0,3,1,1,1,0,0
KC0OW,3,0,0,1,1,2,0,0
KC0STQ,5,0,0,0,5,0,0,0
KC1CWF,2,0,0,0,1,2,0,0
KC1ENX,8,0,1,4,4,0,0,0
KC1X,9,0,4,5,1,1,0,0
KC2KZJ,14,0,0,3,6,5,0,0
KC2NVG,5,0,0,2,4,0,0,0
KC2SST,10,0,1,7,3,1,1,0
KC2SZ,12,0,1,6,6,5,0,0
KC2XX,7,0,2,2,2,2,1,0
KC3DA,6,0,0,6,0,0,0,0
KC3HEO,2,2,1,0,0,0,0,0
KC3RV,5,0,0,1,5,0,0,0
KC4IM,6,0,0,0,6,1,0,0
KC4ZPB,6,0,0,0,0,3,3,0
KC5NGX,12,0,0,4,4,6,1,0
KC5PL,10,0,0,0,8,3,0,0
KC5QIH,14,0,3,7,8,8,1,0
KC5WA,15,0,0,3,10,8,0,0
KC5WXA,2,0,0,2,0,0,0,0
KC6ZBE,8,0,0,8,0,0,0,0
KC7LHG,4,0,0,0,4,0,0,0
KC8JNL,12,0,0,7,6,0,0,0
KC8JX,2,0,0,0,0,2,0,0
KC8WH,2,0,0,0,1,1,0,0
KC8YEJ,8,0,0,0,3,7,0,0
KC8ZH,3,0,0,1,2,0,0,0
KC9AMY,4,0,1,2,1,0,0,0
KC9GBX,19,0,0,5,10,12,0,0
KC9RNK,5,2,0,1,2,0,0,0
KC9SNM,3,0,0,2,0,1,0,0
KD0PO,6,0,0,2,4,4,0,0
KD0UN,9,0,0,4,7,6,0,0
KD1EFS,9,0,2,3,4,0,0,0
KD1W,10,0,2,2,3,3,0,0
KD2A,8,0,3,1,3,3,0,0
KD2FSH,12,0,0,4,2,7,0,0
KD2IIK,2,0,0,0,2,0,0,0
KD2KRG,11,4,2,4,7,6,0,0
KD2LGX,4,1,0,2,1,0,0,0
KD3TD,7,0,0,2,5,1,0,0
KD3Y,25,0,0,7,19,4,0,0
KD3Z,7,0,1,0,4,2,0,0
KD4ADC,19,0,2,10,3,6,0,0
KD5AY,2,0,0,1,2,0,0,0
KD5QHV,7,0,1,3,5,2,0,0
KD6C,17,0,0,7,9,8,0,0
KD6L,15,0,0,3,10,4,0,0
KD7KL,6,6,0,0,0,0,0,0
KD8DW,2,0,0,2,0,0,0,0
KD8EDC,7,0,0,3,7,3,2,0
KD8FO,22,0,0,8,2,10,3,0
KD8LW,6,0,0,4,2,0,0,0
KD8NJ,3,0,0,1,1,1,0,0
KD8RQE,9,3,2,1,3,1,0,0
KD8SAV,2,0,0,0,2,0,0,0
KD8TNF,10,0,0,3,5,3,0,0
KD8UTI,6,0,0,3,3,0,0,0
KD8WTI,19,0,0,7,12,0,0,0
KD9VT,5,0,0,1,2,4,0,0
KD9ZR,15,0,4,6,3,5,0,0
KE0N,2,0,0,0,2,1,0,0
KE1IU,3,0,0,3,0,0,0,0
KE3FG,9,9,0,0,0,0,0,0
KE4DP,5,0,2,0,0,3,0,0
KE4I,7,0,4,3,0,2,0,0
KE5AKL,13,0,0,5,6,5,0,0
KE5AZ,12,0,5,5,2,2,0,0
KE6L,3,0,0,1,2,0,0,0
KE6PMA,9,0,0,3,6,0,0,0
KE7AUB,8,0,0,2,1,5,0,0
KE7B,10,0,2,1,1,7,0,0
KE7W,8,1,0,0,4,5,0,0
KE8RU,13,0,0,0,13,0,0,0
KE8VC,8,1,2,3,7,4,2,0
KE9ET,5,2,2,1,0,0,0,0
KF0N,9,0,4,1,3,1,1,0
KF1V,4,0,0,3,1,0,0,0
KF2OG,19,0,0,5,12,5,0,0
KF2T,3,0,0,2,1,0,0,0
KF3D,8,1,1,1,4,1,0,0
KF4BI,2,0,2,0,0,0,0,0
KF4GDX,4,0,1,1,0,2,1,0
KF4VTT,7,0,3,2,1,2,0,0
KF4ZGZ,2,0,1,1,1,0,0,0
KF5OXZ,2,0,0,0,0,2,1,0
KF5RXO,3,0,0,1,2,0,0,0
KF5VM,18,0,1,9,5,5,0,0
KF6MK,17,0,0,4,8,7,2,0
KF6NCX,8,0,0,3,5,3,0,0
KF7DS,7,0,0,2,5,1,0,0
KF7HB,4,0,1,4,0,0,0,0
KF8DX,1,1,0,0,0,0,0,0
KF8VS,11,1,0,1,7,7,2,0
KG0AQ,11,1,2,4,3,5,1,0
KG0EW,2,0,0,0,2,0,0,0
KG1K,5,0,2,4,0,1,0,0
KG2GL,8,0,2,3,3,1,0,0
KG2KJ,4,0,0,0,4,0,0,0
KG4CRJ,15,0,0,9,6,0,0,0
KG4Q,10,3,0,2,1,7,1,0
KG4U,6,0,1,2,1,2,0,0
KG4ZXN,10,0,4,4,2,3,0,0
KG5EE,4,0,0,4,0,0,0,0
KG5HVO/2,2,0,0,1,1,0,0,0
KG5PIO,6,0,3,2,0,1,0,0
KG6JI,3,0,0,0,3,0,0,0
KG7NV,3,0,1,3,0,0,0,0
KG7VAK,8,0,0,0,6,5,0,0
KG8P,17,0,0,4,10,6,1,0
KG9LB,1,0,0,1,0,0,0,0
KG9X,4,1,4,0,0,0,0,0
KH2L,10,0,0,3,8,2,0,0
KH6B,18,0,0,0,18,0,0,0
KH6L,7,1,0,2,1,3,0,0
KH6M,26,1,6,8,8,10,1,0
KH6O,2,0,0,1,0,1,0,0
KH6RC,10,1,1,2,4,3,0,0
KH6W,9,1,0,2,2,5,3,0
KH6/WB4JTT,7,0,7,0,0,0,0,0
KH7D,11,0,0,1,10,0,0,0
KH7J,20,1,6,3,8,5,0,0
KH7LC,13,0,2,4,6,1,0,0
KI0KN,10,4,1,4,4,2,1,0
KI1G,4,0,0,3,1,1,0,0
KI1J,6,0,1,1,3,1,0,0
KI2P,7,0,0,3,2,3,0,0
KI4DT,4,0,0,3,1,0,0,0
KI4WCQ,2,0,1,1,0,0,0,0
KI5GF,5,0,0,0,3,2,0,0
KI6NTB,6,0,0,0,4,3,0,0
KI6PMD,4,0,0,0,0,4,0,0
KI6RRD,20,0,0,8,7,11,0,0
KI6RRN,14,0,0,4,12,11,5,0
KI7NAF,4,0,0,0,4,0,0,0
KI8GM,9,0,0,1,7,1,0,0
KI8L,2,0,0,0,2,0,0,0
KI9A,20,0,5,10,13,11,3,0
KI9W,7,0,0,3,1,3,0,0
KJ2D,8,0,0,0,8,0,0,0
KJ3L,8,4,0,2,1,2,0,0
KJ4Z,9,0,0,1,4,5,0,0
KJ6HZ,9,0,0,7,1,3,0,0
KJ6M,5,0,0,2,0,3,0,0
KK1A/MM,3,0,2,2,0,0,0,0
KK4BNC,7,0,2,2,1,2,0,0
KK4CB,16,8,0,1,5,3,0,0
KK4CLY,10,0,5,2,5,2,0,0
KK4NZH,5,0,0,5,0,0,0,0
KK4WS,1,0,0,0,1,1,0,0
KK5T,3,0,0,0,3,0,0,0
KK6JOL,5,0,0,1,2,2,0,0
KK6L,1,0,0,0,1,0,0,0
KK6TV,3,0,0,1,1,1,0,0
KK6ZHK,14,0,1,4,10,0,0,0
KK8MM,14,0,5,8,4,4,0,0
KK9G,15,0,1,2,2,10,2,0
KK9H,7,2,0,3,2,3,0,0
KK9V,5,4,3,0,0,0,0,0
KL7HBK,4,3,0,0,0,1,0,0
KL7TS,6,0,0,5,0,1,0,0
KM0DX,4,0,0,2,2,1,0,0
KM4FO,3,0,0,0,1,2,2,0
KM4F,22,0,6,8,9,8,2,0
KM4LLF,9,0,0,5,5,0,0,0
KM4NS,11,3,0,3,4,2,0,0
KM4SI,11,0,1,4,4,3,1,0
KM4ZZ,7,0,0,7,0,0,0,0
KM5G,18,0,0,0,17,11,0,0
KM6AXC,7,0,0,1,6,0,0,0
KM6ERJ,7,0,0,2,3,2,0,0
KM6G,4,0,0,0,3,1,1,0
KM7Q,5,0,0,1,4,0,0,0
KM7R,7,1,3,4,2,2,0,0
KM7SS,8,0,0,2,6,0,0,0
KN2T,2,0,0,1,1,0,0,0
KN4JN,5,0,0,0,5,0,0,0
KN4OK,10,1,5,0,3,2,0,0
KN5O,7,5,2,0,0,0,0,0
KN6BU,7,0,0,3,4,0,0,0
KN6Y,5,0,1,1,3,0,0,0
KN8L,5,0,0,3,2,0,0,0
KN9N,2,2,0,0,0,0,0,0
KO0Z,6,0,0,0,3,4,0,0
KO2E,18,6,3,5,1,5,2,0
KO6PS,12,0,0,4,9,3,0,0
KP2M,3,2,0,0,1,0,0,0
KP3LR,5,0,0,4,0,1,2,0
KP4DX,9,0,0,0,3,7,0,0
KP4EJY,6,0,0,0,1,5,0,0
KP4EJ,18,0,0,6,3,11,0,0
KQ0J,4,0,2,3,1,0,0,0
KQ1M,4,0,1,0,0,3,0,0
KQ5S,7,0,3,3,3,0,0,0
KQ5U,14,7,3,2,0,5,1,0
KQ6BZ,6,0,0,3,3,0,0,0
KR1U,2,0,0,0,0,2,0,0
KR5R,11,0,4,6,8,0,0,0
KR6AI,7,0,0,2,6,0,0,0
KR7RK,3,0,0,0,1,2,1,0
KS3F,6,1,0,6,0,0,0,0
KS5H,2,0,0,0,2,0,0,0
KS6J,9,0,1,2,1,4,1,0
KS6T,8,0,5,2,3,0,0,0
KS7M,9,0,1,3,1,4,0,0
KT0G,8,0,0,5,3,0,0,0
KT1J,3,0,0,1,2,0,0,0
KT1K,9,0,0,3,5,3,0,0
KT3Y,19,7,7,9,9,2,0,0
KT5D,5,0,0,2,1,3,0,0
KT5LA,5,0,0,5,0,0,0,0
KT6LA,20,0,0,3,13,10,0,0
KT8O,11,0,0,5,5,2,0,0
KT9T,10,0,0,1,2,8,0,0
KU2K,22,0,3,7,8,5,1,0
KU4H,12,0,0,6,0,6,0,0
KU7T,14,0,0,6,9,1,0,0
KU8X,5,0,0,4,2,0,0,0
KU9Z,4,0,0,0,4,0,0,0
KV3K,10,0,1,1,4,4,0,0
KV8S,7,0,1,2,4,3,1,0
KW0J,15,2,2,9,6,6,1,0
KW3A,6,0,1,2,3,3,0,0
KW3U,5,0,0,0,2,3,0,0
KW4E,8,0,0,1,6,3,0,0
KW4M,4,0,0,3,1,0,0,0
KW4VK,10,0,0,4,3,3,0,0
KW4YA,22,0,0,11,1,11,1,0
KW7D,13,0,0,4,5,7,0,0
KW7Q,7,0,0,2,4,2,0,0
KW8N,2,0,0,0,2,1,0,0
KX0R,1,0,0,0,0,1,0,0
KX2A,6,0,5,1,0,0,0,0
KX2H,7,0,1,3,4,3,0,0
KX2P,4,0,0,0,4,0,0,0
KX2S,4,0,0,0,1,3,0,0
KX4GA,8,0,0,2,3,3,0,0
KX4X,5,4,0,0,0,1,0,0
KX5W,7,0,0,0,3,5,0,0
KX9DX,8,0,0,2,5,4,0,0
KY0Q,10,0,4,8,0,0,0,0
KY1A,5,0,0,3,2,1,0,0
KY4F,10,0,1,4,7,3,0,0
KZ3W,4,0,0,3,0,2,1,0
KZ8Y,6,2,0,4,0,0,0,0
KZ9V,5,3,1,3,0,0,0,0
L8X,6,0,2,3,1,0,0,0
LA0FA,14,3,3,9,2,2,0,0
LA1MFA,17,3,14,1,0,0,0,0
LA1U,35,8,9,18,11,0,0,0
LA1VFA,7,1,6,2,0,0,0,0
LA2DS,4,0,0,0,2,2,0,0
LA2XPA,6,6,0,0,0,0,0,0
LA3WAA,19,1,4,5,4,8,0,0
LA3XI,2,2,0,0,0,0,0,0
LA4GHA,22,10,8,5,4,3,1,0
LA4IX,8,0,4,4,1,0,0,0
LA4KQ,5,0,5,1,0,0,0,0
LA5HE,3,0,0,3,0,0,0,0
LA5LJA,6,0,0,2,3,2,0,0
LA5PBA,19,0,0,9,13,6,0,0
LA5ZO,3,0,0,3,0,0,0,0
LA6OP,6,5,0,0,1,0,0,0
LA6VM,10,0,0,10,0,0,0,0
LA7DFA,17,11,3,4,3,2,0,0
LA7DSA,10,0,2,4,2,2,0,0
LA7GA,8,1,3,2,0,1,2,0
LA7GEA,11,5,3,2,2,0,0,0
LA7GIT,19,2,7,3,8,1,0,0
LA7OM,8,0,2,2,3,1,0,0
LA7QIA,2,0,2,0,0,0,0,0
LA7RJ,26,0,6,12,12,0,0,0
LA80M,5,2,2,1,0,0,0,0
LA8SGA,11,0,0,2,10,0,0,0
LA9H,12,2,7,3,5,0,0,0
LA9IY,6,0,0,1,5,1,0,0
LA9OM,8,2,2,3,2,0,0,0
